"","Course_id","name","department","units","meeting","instructor","rating"
"2355","701","Dissertation Ph.D.","EEPS","9","TBA ","An Wang","5.0"
"2356","701","Dissertation Ph.D.","EEPS","9","TBA ","Xusheng Xiao","5.0"
"2357","701","Dissertation Ph.D.","EEPS","9","TBA ","Shuai Xu",NA
"2358","701","Dissertation Ph.D.","EEPS","9","TBA ","Yanfang Ye","1.0"
"2359","701","Dissertation Ph.D.","EEPS","9","TBA ","Staff",NA
"2360","125","Freshman Research on Polymers","EMAC","1","TBA ","Shuai Xu",NA
"2361","270","Introduction to Polymer Science and Engineering","EMAC","3","TBA ","Christian Zorman","3.8"
"2362","325","Undergraduate Research in Polymer Science","EMAC","3","TBA ","Yinghui Wu",NA
"2363","325","Undergraduate Research in Polymer Science","EMAC","3","TBA ","Soumya Ray","4.1"
"2364","325","Undergraduate Research in Polymer Science","EMAC","3","TBA ","Mario Garcia Sanz",NA
"2365","325","Undergraduate Research in Polymer Science","EMAC","3","TBA ","Michael Lewicki","3.2"
"2366","325","Undergraduate Research in Polymer Science","EMAC","3","TBA ","Mark Allman","4.0"
"2367","325","Undergraduate Research in Polymer Science","EMAC","3","TBA ","Xiong Yu",NA
"2368","325","Undergraduate Research in Polymer Science","EMAC","3","TBA ","Philip Feng","3.0"
"2369","325","Undergraduate Research in Polymer Science","EMAC","3","TBA ","Xiang Zhang","2.8"
"2370","325","Undergraduate Research in Polymer Science","EMAC","3","TBA ","Mingguo Hong","5.0"
"2371","325","Undergraduate Research in Polymer Science","EMAC","3","TBA ","Marija Prica",NA
"2372","325","Undergraduate Research in Polymer Science","EMAC","3","TBA ","Soumyajit Mandal","3.8"
"2373","351","Physical Chemistry for Engineering","EMAC","3","TBA ","Mark Griswold",NA
"2374","370","Polymer Chemistry","EMAC","3","TBA ","Ming-Chun Huang","3.3"
"2375","375","Fundamentals of Non-Newtonian Fluid Mechanics and Polymer Rheology","EMAC","3","TBA ","Pan Li","1.6"
"2376","375","Fundamentals of Non-Newtonian Fluid Mechanics and Polymer Rheology","EMAC","3","TuTh 1:00 PM - 2:15 PM","James Van Orman","4.2"
"2377","377","Polymer Processing","EMAC","3","TuTh 2:30 PM - 3:45 PM","Sharmila Giri",NA
"2378","396","Special Topics","EMAC","18","TuTh 10:00 AM - 11:15 AM","Peter Whiting","3.0"
"2379","396","Special Topics","EMAC","18","W 2:15 PM - 5:05 PM","Steven Hauck","4.0"
"2380","396","Special Topics","EMAC","18","MW 3:20 PM - 4:35 PM","Peter Mc Call",NA
"2381","396","Special Topics","EMAC","18","MW 12:45 PM - 2:00 PM","Nicholas Sutfin","4.0"
"2382","396","Special Topics","EMAC","18","W 2:00 PM - 3:00 PM","Nicholas Sutfin","4.0"
"2383","396","Special Topics","EMAC","18","TuTh 2:30 PM - 3:45 PM","Ralph Harvey","3.5"
"2384","396","Special Topics","EMAC","18","W 9:30 AM - 12:30 PM","Ralph Harvey","3.5"
"2385","396","Special Topics","EMAC","18","TBA ","Steven Hauck","4.0"
"2386","396","Special Topics","EMAC","18","TBA ","Peter Mc Call",NA
"2387","396","Special Topics","EMAC","18","TBA ","Beverly Saylor","3.3"
"2388","396","Special Topics","EMAC","18","TBA ","James Van Orman","4.2"
"2389","398","Polymer Science and Engineering Project I","EMAC","3","TBA ","Ralph Harvey","3.5"
"2390","398","Polymer Science and Engineering Project I","EMAC","3","TBA ","Peter Whiting","3.0"
"2391","398","Polymer Science and Engineering Project I","EMAC","3","TBA ","Staff",NA
"2392","398","Polymer Science and Engineering Project I","EMAC","3","Th 7:00 PM - 9:30 PM","Patricia Princehouse","3.2"
"2393","398","Polymer Science and Engineering Project I","EMAC","3","TBA ","Steven Hauck","4.0"
"2394","398","Polymer Science and Engineering Project I","EMAC","3","TBA ","Peter Mc Call",NA
"2395","398","Polymer Science and Engineering Project I","EMAC","3","TBA ","Beverly Saylor","3.3"
"2396","398","Polymer Science and Engineering Project I","EMAC","3","TBA ","James Van Orman","4.2"
"2397","398","Polymer Science and Engineering Project I","EMAC","3","TBA ","Peter Whiting","3.0"
"2398","398","Polymer Science and Engineering Project I","EMAC","3","TBA ","Ralph Harvey","3.5"
"2399","398","Polymer Science and Engineering Project I","EMAC","3","TBA ","Nicholas Sutfin","4.0"
"2400","400T","Graduate Teaching I","EMAC","0","TBA ","Cynthia Beall","2.5"
"2401","400T","Graduate Teaching I","EMAC","0","MW 12:45 PM - 2:00 PM","Nicholas Sutfin","4.0"
"2402","400T","Graduate Teaching I","EMAC","0","W 2:00 PM - 3:00 PM","Nicholas Sutfin","4.0"
"2403","400T","Graduate Teaching I","EMAC","0","Th 7:00 PM - 9:30 PM","Patricia Princehouse","3.2"
"2404","400T","Graduate Teaching I","EMAC","0","TBA ","Ralph Harvey","3.5"
"2405","401","Polymer Foundation Course I: Organic Chemistry","EMAC","3","TBA ","Steven Hauck","4.0"
"2406","401","Polymer Foundation Course I: Organic Chemistry","EMAC","3","TBA ","Beverly Saylor","3.3"
"2407","402","Polymer Foundation Course II: Physical Chemistry","EMAC","3","TBA ","James Van Orman","4.2"
"2408","402","Polymer Foundation Course II: Physical Chemistry","EMAC","3","TBA ","Ralph Harvey","3.5"
"2409","403","Polymer Foundation Course III: Physics","EMAC","3","TBA ","Steven Hauck","4.0"
"2410","415","Polymers Plus Structure and Morphology","EMAC","2","TBA ","Peter Mc Call",NA
"2411","437","Advanced Polymeric Films","EMAC","2","TBA ","Beverly Saylor","3.3"
"2412","450","The Business of Polymers","EMAC","2","TBA ","James Van Orman","4.2"
"2413","463","Fire Dynamics","EMAC","3","TBA ","Staff",NA
"2414","475","Fundamentals of Non-Newtonian Fluid Mechanics and Polymer Rheology","EMAC","3","TBA ","Beverly Saylor","3.3"
"2415","475","Fundamentals of Non-Newtonian Fluid Mechanics and Polymer Rheology","EMAC","3","TBA ","Ralph Harvey","3.5"
"2416","477","Elementary Steps in Polymer Processing","EMAC","3","TBA ","Steven Hauck","4.0"
"2417","490","Polymers Plus Professional Development","EMAC","1","TBA ","Peter Mc Call",NA
"2418","490","Polymers Plus Professional Development","EMAC","1","TBA ","Peter Whiting","3.0"
"2419","490","Polymers Plus Professional Development","EMAC","1","TBA ","James Van Orman","4.2"
"2420","490","Polymers Plus Professional Development","EMAC","1","TBA ","Staff",NA
"2421","490","Polymers Plus Professional Development","EMAC","1","TBA ","James Van Orman","4.2"
"2422","490","Polymers Plus Professional Development","EMAC","1","TBA ","Steven Hauck","4.0"
"2423","490","Polymers Plus Professional Development","EMAC","1","TBA ","Ralph Harvey","3.5"
"2424","491","Polymers Plus Literature Review","EMAC","1","TBA ","Peter Mc Call",NA
"2425","491","Polymers Plus Literature Review","EMAC","1","TBA ","Beverly Saylor","3.3"
"2426","491","Polymers Plus Literature Review","EMAC","1","TBA ","Peter Whiting","3.0"
"2427","491","Polymers Plus Literature Review","EMAC","1","TBA ","Staff",NA
"2428","491","Polymers Plus Literature Review","EMAC","1","TBA ","David Schiraldi","3.2"
"2429","491","Polymers Plus Literature Review","EMAC","1","MWF 9:30 AM - 10:20 AM","Hatsuo Ishida","3.4"
"2430","500T","Graduate Teaching II","EMAC","0","TBA ","Rigoberto Advincula","2.0"
"2431","500T","Graduate Teaching II","EMAC","0","TBA ","Eric Baer",NA
"2432","500T","Graduate Teaching II","EMAC","0","TBA ","Liming Dai",NA
"2433","500T","Graduate Teaching II","EMAC","0","TBA ","Michael-Jon Hore","5.0"
"2434","500T","Graduate Teaching II","EMAC","0","TBA ","Hatsuo Ishida","3.4"
"2435","500T","Graduate Teaching II","EMAC","0","TBA ","Hatsuo Ishida","3.4"
"2436","500T","Graduate Teaching II","EMAC","0","TBA ","Joao Maia",NA
"2437","500T","Graduate Teaching II","EMAC","0","TBA ","Gary Wnek","4.8"
"2438","500T","Graduate Teaching II","EMAC","0","TBA ","Lei Zhu",NA
"2439","500T","Graduate Teaching II","EMAC","0","TBA ","Ica Manas-Zloczower","4.6"
"2440","600T","Graduate Teaching III","EMAC","0","TBA ","Valentin Rodionov",NA
"2441","600T","Graduate Teaching III","EMAC","0","TBA ","Svetlana Morozova",NA
"2442","600T","Graduate Teaching III","EMAC","0","TuTh 10:00 AM - 11:15 AM","Michael-Jon Hore","5.0"
"2443","600T","Graduate Teaching III","EMAC","0","TuTh 2:30 PM - 3:45 PM","Valentin Rodionov",NA
"2444","600T","Graduate Teaching III","EMAC","0","TuTh 1:00 PM - 2:15 PM","Joao Maia",NA
"2445","600T","Graduate Teaching III","EMAC","0","TBA ","Joao Maia",NA
"2446","600T","Graduate Teaching III","EMAC","0","TuTh 4:00 PM - 5:15 PM","Ica Manas-Zloczower","4.6"
"2447","600T","Graduate Teaching III","EMAC","0","TBA ","Eric Baer",NA
"2448","600T","Graduate Teaching III","EMAC","0","TBA ","Hatsuo Ishida","3.4"
"2449","600T","Graduate Teaching III","EMAC","0","TBA ","Joao Maia",NA
"2450","600T","Graduate Teaching III","EMAC","0","TBA ","Ica Manas-Zloczower","4.6"
"2451","601","Independent Study","EMAC","18","TBA ","David Schiraldi","3.2"
"2452","601","Independent Study","EMAC","18","TBA ","Gary Wnek","4.8"
"2453","601","Independent Study","EMAC","18","TBA ","Lei Zhu",NA
"2454","601","Independent Study","EMAC","18","TBA ","Liming Dai",NA
"2455","601","Independent Study","EMAC","18","TBA ","Valentin Rodionov",NA
"2456","601","Independent Study","EMAC","18","TBA ","Rigoberto Advincula","2.0"
"2457","601","Independent Study","EMAC","18","W 4:50 PM - 5:50 PM","Steven Eppell","3.7"
"2458","601","Independent Study","EMAC","18","TBA ","Eric Baer",NA
"2459","601","Independent Study","EMAC","18","TBA ","Hatsuo Ishida","3.4"
"2460","651","Thesis M.S.","EMAC","18","TBA ","Joao Maia",NA
"2461","651","Thesis M.S.","EMAC","18","TBA ","Ica Manas-Zloczower","4.6"
"2462","651","Thesis M.S.","EMAC","18","TBA ","Valentin Rodionov",NA
"2463","651","Thesis M.S.","EMAC","18","TBA ","Gary Wnek","4.8"
"2464","651","Thesis M.S.","EMAC","18","TBA ","Lei Zhu",NA
"2465","651","Thesis M.S.","EMAC","18","TBA ","Rigoberto Advincula","2.0"
"2466","651","Thesis M.S.","EMAC","18","TBA ","Liming Dai",NA
"2467","651","Thesis M.S.","EMAC","18","TBA ","Jonathan Pokorski",NA
"2468","651","Thesis M.S.","EMAC","18","TBA ","Michael-Jon Hore","5.0"
"2469","651","Thesis M.S.","EMAC","18","TBA ","Lei Zhu",NA
"2470","651","Thesis M.S.","EMAC","18","TBA ","Roger French",NA
"2471","673","Selected Topics in Polymer Engineering","EMAC","3","TBA ","Joao Maia",NA
"2472","677","Colloquium in Macromolecular Science and Engineering","EMAC","1","TBA ","Ica Manas-Zloczower","4.6"
"2473","690","Special Topics in Macromolecular Science","EMAC","18","TBA ","Svetlana Morozova",NA
"2474","690","Special Topics in Macromolecular Science","EMAC","18","TuTh 10:00 AM - 11:15 AM","Rigoberto Advincula","2.0"
"2475","695","Project M.S.","EMAC","9","TBA ","Rigoberto Advincula","2.0"
"2476","695","Project M.S.","EMAC","9","TuTh 2:30 PM - 3:45 PM","Alexander Jamieson","2.7"
"2477","695","Project M.S.","EMAC","9","TBA ","Alexander Jamieson","2.7"
"2478","701","Dissertation Ph.D.","EMAC","9","TBA ","Michael-Jon Hore","5.0"
"2479","701","Dissertation Ph.D.","EMAC","9","TuTh 3:00 PM - 5:00 PM","Lei Zhu",NA
"2480","701","Dissertation Ph.D.","EMAC","9","W 5:00 PM - 7:00 PM","Eric Baer",NA
"2481","701","Dissertation Ph.D.","EMAC","9","M 5:30 PM - 7:30 PM","Gary Wnek","4.8"
"2482","701","Dissertation Ph.D.","EMAC","9","TuTh 10:00 AM - 11:15 AM","YaTing Liao",NA
"2483","701","Dissertation Ph.D.","EMAC","9","TuTh 1:00 PM - 2:15 PM","Joao Maia",NA
"2484","701","Dissertation Ph.D.","EMAC","9","TBA ","Joao Maia",NA
"2485","701","Dissertation Ph.D.","EMAC","9","TuTh 4:00 PM - 5:15 PM","Ica Manas-Zloczower","4.6"
"2486","701","Dissertation Ph.D.","EMAC","9","TBA ","Eric Baer",NA
"2487","701","Dissertation Ph.D.","EMAC","9","TBA ","Hatsuo Ishida","3.4"
"2488","701","Dissertation Ph.D.","EMAC","9","TBA ","Joao Maia",NA
"2489","701","Dissertation Ph.D.","EMAC","9","TBA ","Ica Manas-Zloczower","4.6"
"2490","701","Dissertation Ph.D.","EMAC","9","TBA ","David Schiraldi","3.2"
"2491","701","Dissertation Ph.D.","EMAC","9","TBA ","Gary Wnek","4.8"
"2492","701","Dissertation Ph.D.","EMAC","9","TBA ","Lei Zhu",NA
"2493","160","Mechanical Manufacturing","EMAE","3","TBA ","Hatsuo Ishida","3.4"
"2494","160","Mechanical Manufacturing","EMAE","3","TBA ","Joao Maia",NA
"2495","160","Mechanical Manufacturing","EMAE","3","TBA ","Ica Manas-Zloczower","4.6"
"2496","160","Mechanical Manufacturing","EMAE","3","TBA ","David Schiraldi","3.2"
"2497","160","Mechanical Manufacturing","EMAE","3","TBA ","Gary Wnek","4.8"
"2498","160","Mechanical Manufacturing","EMAE","3","TBA ","Lei Zhu",NA
"2499","160","Mechanical Manufacturing","EMAE","3","TBA ","Eric Baer",NA
"2500","160","Mechanical Manufacturing","EMAE","3","TBA ","Hatsuo Ishida","3.4"
"2501","181","Dynamics","EMAE","3","TBA ","Michael-Jon Hore","5.0"
"2502","250","Computers in Mechanical Engineering","EMAE","3","TBA ","Roger French",NA
"2503","250","Computers in Mechanical Engineering","EMAE","3","TBA ","Joao Maia",NA
"2504","250","Computers in Mechanical Engineering","EMAE","3","TBA ","Ica Manas-Zloczower","4.6"
"2505","252","Fluid Mechanics","EMAE","3","TBA ","David Schiraldi","3.2"
"2506","260","Design and Manufacturing I","EMAE","3","TBA ","Gary Wnek","4.8"
"2507","285","Mechanical Engineering Measurements Laboratory","EMAE","4","TBA ","Lei Zhu",NA
"2508","285","Mechanical Engineering Measurements Laboratory","EMAE","4","TBA ","Svetlana Morozova",NA
"2509","285","Mechanical Engineering Measurements Laboratory","EMAE","4","TBA ","Eric Baer",NA
"2510","285","Mechanical Engineering Measurements Laboratory","EMAE","4","TBA ","Hatsuo Ishida","3.4"
"2511","285","Mechanical Engineering Measurements Laboratory","EMAE","4","TBA ","Alexander Jamieson","2.7"
"2512","285","Mechanical Engineering Measurements Laboratory","EMAE","4","TBA ","Michael-Jon Hore","5.0"
"2513","290","Computer-Aided Manufacturing","EMAE","3","TBA ","Joao Maia",NA
"2514","290","Computer-Aided Manufacturing","EMAE","3","TBA ","Ica Manas-Zloczower","4.6"
"2515","290","Computer-Aided Manufacturing","EMAE","3","TBA ","Roger French",NA
"2516","350","Mechanical Engineering Analysis","EMAE","3","TBA ","David Schiraldi","3.2"
"2517","355","Design of Fluid and Thermal Elements","EMAE","3","TBA ","Gary Wnek","4.8"
"2518","360","Design and Manufacturing II","EMAE","3","TBA ","Lei Zhu",NA
"2519","370","Design of Mechanical Elements","EMAE","3","TBA ","Svetlana Morozova",NA
"2520","372","Structural Materials by Design","EMAE","4","TBA ","Eric Baer",NA
"2521","372","Structural Materials by Design","EMAE","4","TBA ","Hatsuo Ishida","3.4"
"2522","379","Mechanics and Control of Compliant Robotics","EMAE","3","TBA ","Joao Maia",NA
"2523","383","Flight Mechanics","EMAE","3","TBA ","Ica Manas-Zloczower","4.6"
"2524","384","Orbital Dynamics","EMAE","3","TBA ","Valentin Rodionov",NA
"2525","397","Independent Laboratory Research","EMAE","3","TBA ","Gary Wnek","4.8"
"2526","397","Independent Laboratory Research","EMAE","3","TBA ","Lei Zhu",NA
"2527","397","Independent Laboratory Research","EMAE","3","TBA ","Rigoberto Advincula","2.0"
"2528","397","Independent Laboratory Research","EMAE","3","TBA ","Jonathan Pokorski",NA
"2529","397","Independent Laboratory Research","EMAE","3","TBA ","Hatsuo Ishida","3.4"
"2530","397","Independent Laboratory Research","EMAE","3","TBA ","Alexander Jamieson","2.7"
"2531","397","Independent Laboratory Research","EMAE","3","TBA ","Joao Maia",NA
"2532","397","Independent Laboratory Research","EMAE","3","TBA ","Ica Manas-Zloczower","4.6"
"2533","397","Independent Laboratory Research","EMAE","3","TBA ","Valentin Rodionov",NA
"2534","397","Independent Laboratory Research","EMAE","3","TBA ","Gary Wnek","4.8"
"2535","397","Independent Laboratory Research","EMAE","3","TBA ","Lei Zhu",NA
"2536","397","Independent Laboratory Research","EMAE","3","TBA ","Rigoberto Advincula","2.0"
"2537","397","Independent Laboratory Research","EMAE","3","TBA ","Roger French",NA
"2538","397","Independent Laboratory Research","EMAE","3","TBA ","Michael-Jon Hore","5.0"
"2539","397","Independent Laboratory Research","EMAE","3","TBA ","Jonathan Pokorski",NA
"2540","397","Independent Laboratory Research","EMAE","3","TBA ","Rigoberto Advincula","2.0"
"2541","397","Independent Laboratory Research","EMAE","3","F 3:20 PM - 4:50 PM","Joao Maia",NA
"2542","397","Independent Laboratory Research","EMAE","3","TuTh 4:15 PM - 5:30 PM","Valentin Rodionov",NA
"2543","397","Independent Laboratory Research","EMAE","3","MW 12:45 PM - 2:00 PM","David Schiraldi","3.2"
"2544","398","Senior Project","EMAE","3","TBA ","David Schiraldi","3.2"
"2545","399","Advanced Independent Laboratory Research/Design","EMAE","3","TBA ","Michael-Jon Hore","5.0"
"2546","399","Advanced Independent Laboratory Research/Design","EMAE","3","TBA ","Gary Wnek","4.8"
"2547","399","Advanced Independent Laboratory Research/Design","EMAE","3","TBA ","Eric Baer",NA
"2548","399","Advanced Independent Laboratory Research/Design","EMAE","3","TBA ","Hatsuo Ishida","3.4"
"2549","399","Advanced Independent Laboratory Research/Design","EMAE","3","TBA ","Alexander Jamieson","2.7"
"2550","399","Advanced Independent Laboratory Research/Design","EMAE","3","TBA ","David Schiraldi","3.2"
"2551","399","Advanced Independent Laboratory Research/Design","EMAE","3","TBA ","Joao Maia",NA
"2552","399","Advanced Independent Laboratory Research/Design","EMAE","3","TBA ","Ica Manas-Zloczower","4.6"
"2553","399","Advanced Independent Laboratory Research/Design","EMAE","3","TBA ","Valentin Rodionov",NA
"2554","399","Advanced Independent Laboratory Research/Design","EMAE","3","TBA ","Gary Wnek","4.8"
"2555","399","Advanced Independent Laboratory Research/Design","EMAE","3","TBA ","Lei Zhu",NA
"2556","399","Advanced Independent Laboratory Research/Design","EMAE","3","TBA ","Rigoberto Advincula","2.0"
"2557","399","Advanced Independent Laboratory Research/Design","EMAE","3","TBA ","Liming Dai",NA
"2558","399","Advanced Independent Laboratory Research/Design","EMAE","3","TBA ","Jonathan Pokorski",NA
"2559","400T","Graduate Teaching I","EMAE","0","TBA ","Roger French",NA
"2560","400T","Graduate Teaching I","EMAE","0","TBA ","Clemens Burda",NA
"2561","400T","Graduate Teaching I","EMAE","0","TBA ","Michael-Jon Hore","5.0"
"2562","400T","Graduate Teaching I","EMAE","0","TuTh 2:30 PM - 3:45 PM","Jason Bradshaw","4.5"
"2563","400T","Graduate Teaching I","EMAE","0","Th 9:25 AM - 11:15 AM","Jason Bradshaw","4.5"
"2564","400T","Graduate Teaching I","EMAE","0","F 9:30 AM - 11:20 AM","Jason Bradshaw","4.5"
"2565","400T","Graduate Teaching I","EMAE","0","F 2:15 PM - 4:05 PM","Jason Bradshaw","4.5"
"2566","400T","Graduate Teaching I","EMAE","0","Tu 9:25 AM - 11:15 AM","Jason Bradshaw","4.5"
"2567","400T","Graduate Teaching I","EMAE","0","Tu 12:25 PM - 2:15 PM","Jason Bradshaw","4.5"
"2568","400T","Graduate Teaching I","EMAE","0","W 3:20 PM - 5:10 PM","Jason Bradshaw","4.5"
"2569","400T","Graduate Teaching I","EMAE","0","W 12:45 PM - 2:35 PM","Jason Bradshaw","4.5"
"2570","400T","Graduate Teaching I","EMAE","0","MWF 9:30 AM - 10:20 AM","Roger Quinn","3.9"
"2571","400T","Graduate Teaching I","EMAE","0","TuTh 1:00 PM - 1:50 PM","Richard Bachmann","2.3"
"2572","400T","Graduate Teaching I","EMAE","0","TuTh 1:00 PM - 1:50 PM","Richard Bachmann","2.5"
"2573","400T","Graduate Teaching I","EMAE","0","Tu 4:00 PM - 6:00 PM","Richard Bachmann","2.3"
"2574","400T","Graduate Teaching I","EMAE","0","Tu 4:00 PM - 6:00 PM","Richard Bachmann","2.5"
"2575","400T","Graduate Teaching I","EMAE","0","W 3:20 PM - 5:20 PM","Richard Bachmann","2.3"
"2576","400T","Graduate Teaching I","EMAE","0","W 3:20 PM - 5:20 PM","Richard Bachmann","2.5"
"2577","400T","Graduate Teaching I","EMAE","0","MWF 10:35 AM - 11:25 AM","Brian Maxwell","2.5"
"2578","400T","Graduate Teaching I","EMAE","0","MWF 11:40 AM - 12:30 PM","Sunniva Collins","3.8"
"2579","400T","Graduate Teaching I","EMAE","0","MW 8:25 AM - 9:15 AM","Ozan Akkus,Yingchun Yuan",NA
"2580","400T","Graduate Teaching I","EMAE","0","M 2:00 PM - 4:00 PM","Ozan Akkus,Yingchun Yuan",NA
"2581","400T","Graduate Teaching I","EMAE","0","Tu 1:00 PM - 3:00 PM","Ozan Akkus,Yingchun Yuan",NA
"2582","400T","Graduate Teaching I","EMAE","0","F 8:30 AM - 10:20 AM","Ozan Akkus,Yingchun Yuan",NA
"2583","400T","Graduate Teaching I","EMAE","0","F 2:15 PM - 4:15 PM","Ozan Akkus,Yingchun Yuan",NA
"2584","401","Mechanics of Continuous Media","EMAE","3","Tu 4:00 PM - 6:00 PM","Ozan Akkus,Yingchun Yuan",NA
"2585","415","Introduction to Musculo-skeletal Biomechanics","EMAE","3","TuTh 8:30 AM - 9:20 AM","Jason Bradshaw","4.5"
"2586","415","Introduction to Musculo-skeletal Biomechanics","EMAE","3","M 12:45 PM - 2:35 PM","Jason Bradshaw","4.5"
"2587","453","Advanced Fluid Dynamics I","EMAE","3","M 3:20 PM - 5:10 PM","Jason Bradshaw","4.5"
"2588","453","Advanced Fluid Dynamics I","EMAE","3","TuTh 10:00 AM - 11:15 AM","Vikas Prakash","2.9"
"2589","455","Advanced Thermodynamics","EMAE","3","MWF 3:20 PM - 4:10 PM","Stephen Hostler",NA
"2590","456","Micro-Electro-Mechanical Systems in Biology and Medicine (BioMEMS)","EMAE","3","MWF 4:25 PM - 5:15 PM","Sunniva Collins","3.8"
"2591","457","Combustion","EMAE","3","MWF 11:40 AM - 12:30 PM","Ozan Akkus",NA
"2592","463","Fire Dynamics","EMAE","3","MW 3:20 PM - 4:35 PM","John Lewandowski","4.8"
"2593","479","Mechanics and Control of Compliant Robotics","EMAE","3","TBA ","John Lewandowski","4.8"
"2594","480","Fatigue of Materials","EMAE","3","TuTh 10:00 AM - 11:15 AM","Kathryn Daltorio","2.0"
"2595","481","Advanced Dynamics I","EMAE","3","TuTh 4:00 PM - 5:15 PM","Paul Barnhart","3.9"
"2596","488","Advanced Robotics","EMAE","3","TuTh 11:30 AM - 12:45 PM","Paul Barnhart","3.9"
"2597","489","Robotics I","EMAE","3","TBA ","Alexis Abramson","4.3"
"2598","500T","Graduate Teaching II","EMAE","0","TBA ","Brian Maxwell","2.5"
"2599","500T","Graduate Teaching II","EMAE","0","TBA ","Chirag Kharangate","2.8"
"2600","500T","Graduate Teaching II","EMAE","0","TBA ","Yasuhiro Kamotani",NA
"2601","500T","Graduate Teaching II","EMAE","0","TBA ","Sunniva Collins","3.8"
"2602","500T","Graduate Teaching II","EMAE","0","TBA ","Vikas Prakash","2.9"
"2603","500T","Graduate Teaching II","EMAE","0","TBA ","Roger Quinn","3.9"
"2604","500T","Graduate Teaching II","EMAE","0","TBA ","Clare Rimnac","2.3"
"2605","500T","Graduate Teaching II","EMAE","0","TBA ","Yingchun Yuan",NA
"2606","500T","Graduate Teaching II","EMAE","0","TBA ","Kiju Lee","4.2"
"2607","500T","Graduate Teaching II","EMAE","0","TBA ","James Drake","4.5"
"2608","500T","Graduate Teaching II","EMAE","0","TBA ","Ozan Akkus",NA
"2609","500T","Graduate Teaching II","EMAE","0","TBA ","Umut Gurkan","4.2"
"2610","500T","Graduate Teaching II","EMAE","0","TBA ","Bo Li","1.0"
"2611","500T","Graduate Teaching II","EMAE","0","TBA ","Malcolm Cooke",NA
"2612","500T","Graduate Teaching II","EMAE","0","TBA ","Paul Barnhart","3.9"
"2613","500T","Graduate Teaching II","EMAE","0","TBA ","YaTing Liao",NA
"2614","500T","Graduate Teaching II","EMAE","0","TBA ","Fumiaki Takahashi",NA
"2615","500T","Graduate Teaching II","EMAE","0","TBA ","Kathryn Daltorio","2.0"
"2616","500T","Graduate Teaching II","EMAE","0","MW 12:45 PM - 2:00 PM","Yingchun Yuan",NA
"2617","500T","Graduate Teaching II","EMAE","0","TBA ","Alexis Abramson","4.3"
"2618","500T","Graduate Teaching II","EMAE","0","TBA ","Brian Maxwell","2.5"
"2619","500T","Graduate Teaching II","EMAE","0","TBA ","Chirag Kharangate","2.8"
"2620","540","Advanced Dynamics II","EMAE","3","TBA ","Yasuhiro Kamotani",NA
"2621","554","Turbulent Fluid Motion","EMAE","3","TBA ","Sunniva Collins","3.8"
"2622","558","Conduction and Radiation","EMAE","3","TBA ","Vikas Prakash","2.9"
"2623","560","Sustainable Manufacturing","EMAE","3","TBA ","Roger Quinn","3.9"
"2624","600T","Graduate Teaching III","EMAE","0","TBA ","Clare Rimnac","2.3"
"2625","600T","Graduate Teaching III","EMAE","0","TBA ","Kathryn Daltorio","2.0"
"2626","600T","Graduate Teaching III","EMAE","0","TBA ","Kiju Lee","4.2"
"2627","600T","Graduate Teaching III","EMAE","0","TBA ","Ozan Akkus",NA
"2628","600T","Graduate Teaching III","EMAE","0","TBA ","Bo Li","1.0"
"2629","600T","Graduate Teaching III","EMAE","0","TBA ","YaTing Liao",NA
"2630","600T","Graduate Teaching III","EMAE","0","TBA ","Fumiaki Takahashi",NA
"2631","600T","Graduate Teaching III","EMAE","0","TBA ","Jaikrishnan Kadambi","3.3"
"2632","600T","Graduate Teaching III","EMAE","0","TBA ","Yasuhiro Kamotani",NA
"2633","600T","Graduate Teaching III","EMAE","0","TBA ","Alexis Abramson","4.3"
"2634","600T","Graduate Teaching III","EMAE","0","TBA ","Kathryn Daltorio","2.0"
"2635","600T","Graduate Teaching III","EMAE","0","TBA ","Bo Li","1.0"
"2636","600T","Graduate Teaching III","EMAE","0","TBA ","Vikas Prakash","2.9"
"2637","600T","Graduate Teaching III","EMAE","0","TBA ","Roger Quinn","3.9"
"2638","600T","Graduate Teaching III","EMAE","0","TBA ","Clare Rimnac","2.3"
"2639","600T","Graduate Teaching III","EMAE","0","TBA ","James Tien",NA
"2640","600T","Graduate Teaching III","EMAE","0","TBA ","Kiju Lee","4.2"
"2641","600T","Graduate Teaching III","EMAE","0","TBA ","Richard Bachmann","2.3"
"2642","600T","Graduate Teaching III","EMAE","0","TBA ","Richard Bachmann","2.5"
"2643","600T","Graduate Teaching III","EMAE","0","TBA ","Paul Barnhart","3.9"
"2644","600T","Graduate Teaching III","EMAE","0","TBA ","Ozan Akkus",NA
"2645","600T","Graduate Teaching III","EMAE","0","TBA ","Malcolm Cooke",NA
"2646","600T","Graduate Teaching III","EMAE","0","TBA ","Umut Gurkan","4.2"
"2647","601","Independent Study","EMAE","18","TBA ","Sunniva Collins","3.8"
"2648","601","Independent Study","EMAE","18","TBA ","YaTing Liao",NA
"2649","601","Independent Study","EMAE","18","TBA ","Fumiaki Takahashi",NA
"2650","601","Independent Study","EMAE","18","TBA ","Yingchun Yuan",NA
"2651","601","Independent Study","EMAE","18","TBA ","Chirag Kharangate","2.8"
"2652","601","Independent Study","EMAE","18","TBA ","Stephen Hostler",NA
"2653","601","Independent Study","EMAE","18","TBA ","Brian Maxwell","2.5"
